source_event_id,loan_id,customer_id,product_code,currency,principal_amount,outstanding_amount,interest_rate,tenor_months,disbursed_at,maturity_date,npa_status,days_past_due,last_repayment_at,collateral_value,branch_code,payload
EV-LOAN-L009248,L009248,C04637,PL_RET,KES,96302.61,36771.98,0.2219,16,2026-10-15T00:00:00+00:00,2028-02-07,PERFORMING,0,2026-04-22T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009249,L009249,C09408,PL_RET,KES,113256.64,66914.73,0.1920,21,2025-10-19T00:00:00+00:00,2027-07-11,PERFORMING,0,2026-04-14T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009250,L009250,C08378,PL_RET,KES,263157.21,80139.56,0.2385,22,2025-05-01T00:00:00+00:00,2027-02-20,PERFORMING,11,2026-04-06T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009251,L009251,C09352,PL_RET,KES,108395.58,20875.26,0.2139,32,2026-09-07T00:00:00+00:00,2029-04-24,PERFORMING,0,2026-04-18T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009252,L009252,C01734,INV_SME,KES,4833162.61,1225677.26,0.1756,25,2025-08-14T00:00:00+00:00,2027-09-03,PERFORMING,0,2026-04-07T00:00:00+00:00,4851948.67,NBO-002,{}
EV-LOAN-L009253,L009253,C05176,WC_SME,KES,2012704.88,1662653.95,0.1663,29,2024-10-03T00:00:00+00:00,2027-02-20,SUBSTANDARD,134,2024-11-14T00:00:00+00:00,2142523.37,NBO-001,{}
EV-LOAN-L009254,L009254,C02321,AUTO_RET,KES,2050102.31,1150938.97,0.1660,31,2026-04-09T00:00:00+00:00,2028-10-25,SUBSTANDARD,144,2026-05-22T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009255,L009255,C07636,AUTO_RET,KES,1223548.01,536471.07,0.1716,47,2025-03-24T00:00:00+00:00,2029-02-01,PERFORMING,0,2026-04-25T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009256,L009256,C09654,WC_SME,KES,1247805.74,557832.00,0.1976,34,2023-03-27T00:00:00+00:00,2026-01-10,WATCH,53,2026-04-23T00:00:00+00:00,938046.79,NBO-003,{}
EV-LOAN-L009257,L009257,C01176,WC_SME,KES,1047475.42,657019.54,0.1951,30,2025-03-22T00:00:00+00:00,2027-09-08,PERFORMING,0,2026-04-24T00:00:00+00:00,710000.37,MSA-010,{}
EV-LOAN-L009258,L009258,C06801,WC_SME,KES,3277862.82,1958017.67,0.1793,13,2023-03-02T00:00:00+00:00,2024-03-26,SUBSTANDARD,144,2023-05-03T00:00:00+00:00,3612254.87,NBO-002,{}
EV-LOAN-L009259,L009259,C07271,INV_SME,KES,1606272.53,404848.30,0.1792,51,2023-03-06T00:00:00+00:00,2027-05-14,PERFORMING,0,2026-04-02T00:00:00+00:00,2113374.82,ELD-030,{}
EV-LOAN-L009260,L009260,C04537,PL_RET,KES,324801.26,196042.73,0.2039,18,2025-12-01T00:00:00+00:00,2027-05-25,PERFORMING,0,2026-04-15T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009261,L009261,C04929,AUTO_RET,KES,937661.71,302824.15,0.1690,54,2024-03-22T00:00:00+00:00,2028-08-28,PERFORMING,0,2026-04-08T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009262,L009262,C07140,WC_SME,KES,2994822.29,271057.97,0.1664,28,2024-11-22T00:00:00+00:00,2027-03-12,PERFORMING,0,2026-04-21T00:00:00+00:00,2797485.75,MSA-010,{}
EV-LOAN-L009263,L009263,C04445,PL_RET,KES,258957.94,127931.66,0.2052,30,2026-03-02T00:00:00+00:00,2028-08-18,PERFORMING,0,2026-04-01T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009264,L009264,C06104,PL_RET,KES,447384.29,310299.55,0.2293,36,2024-03-05T00:00:00+00:00,2027-02-18,PERFORMING,0,2026-04-22T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009265,L009265,C00901,PL_RET,KES,378813.93,145329.05,0.2233,32,2023-07-07T00:00:00+00:00,2026-02-21,PERFORMING,25,2026-04-03T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009266,L009266,C05259,AUTO_RET,KES,939160.46,845988.90,0.1729,25,2026-09-17T00:00:00+00:00,2028-10-06,DOUBTFUL,201,2026-11-30T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L009267,L009267,C08872,PL_RET,KES,306324.82,99855.04,0.2127,17,2023-04-23T00:00:00+00:00,2024-09-14,PERFORMING,0,2026-04-24T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009268,L009268,C06373,AUTO_RET,KES,1026098.78,915556.25,0.1535,53,2025-07-15T00:00:00+00:00,2029-11-21,LOSS,660,2025-09-14T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009269,L009269,C05260,PL_RET,KES,167703.06,81741.73,0.2027,25,2024-11-25T00:00:00+00:00,2026-12-15,PERFORMING,0,2026-04-08T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009270,L009270,C01050,CORP_TL,KES,20753846.25,2859534.28,0.1153,26,2024-01-27T00:00:00+00:00,2026-03-17,PERFORMING,0,2026-04-22T00:00:00+00:00,23494028.31,ELD-030,{}
EV-LOAN-L009271,L009271,C00428,PL_RET,KES,344730.49,57901.33,0.2092,23,2024-05-14T00:00:00+00:00,2026-04-04,PERFORMING,0,2026-04-01T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009272,L009272,C08321,WC_SME,KES,3691241.05,1140001.10,0.1732,30,2025-11-10T00:00:00+00:00,2028-04-28,PERFORMING,19,2026-04-01T00:00:00+00:00,5088294.08,KSM-020,{}
EV-LOAN-L009273,L009273,C07930,AUTO_RET,KES,559871.74,253036.25,0.1574,32,2023-07-23T00:00:00+00:00,2026-03-09,WATCH,32,2026-04-25T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009274,L009274,C08654,PL_RET,KES,376023.69,116123.07,0.1833,24,2024-12-06T00:00:00+00:00,2026-11-26,PERFORMING,0,2026-04-19T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009275,L009275,C04990,PL_RET,KES,274680.05,36784.61,0.2220,26,2023-03-13T00:00:00+00:00,2025-05-01,PERFORMING,0,2026-04-04T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009276,L009276,C01552,WC_SME,KES,3785329.34,2642230.30,0.1948,31,2025-03-18T00:00:00+00:00,2027-10-04,PERFORMING,0,2026-04-23T00:00:00+00:00,3926199.62,NBO-003,{}
EV-LOAN-L009277,L009277,C01242,INV_SME,KES,4237538.52,2668818.74,0.1825,25,2023-10-01T00:00:00+00:00,2025-10-20,WATCH,57,2026-04-06T00:00:00+00:00,3571202.19,KSM-020,{}
EV-LOAN-L009278,L009278,C05869,AUTO_RET,KES,2344891.25,1463455.13,0.1356,24,2023-11-25T00:00:00+00:00,2025-11-14,PERFORMING,0,2026-04-24T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009279,L009279,C06866,PL_RET,KES,456029.40,122777.38,0.1936,34,2023-09-10T00:00:00+00:00,2026-06-26,PERFORMING,0,2026-04-03T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009280,L009280,C00121,AUTO_RET,KES,2432757.63,185974.65,0.1618,39,2023-11-21T00:00:00+00:00,2027-02-03,PERFORMING,0,2026-04-25T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009281,L009281,C07319,INV_SME,KES,3416793.35,1857711.16,0.1708,44,2024-02-26T00:00:00+00:00,2027-10-08,PERFORMING,0,2026-04-14T00:00:00+00:00,4664879.42,NBO-002,{}
EV-LOAN-L009282,L009282,C05612,CORP_TL,KES,17457241.51,4821876.61,0.1137,79,2023-08-11T00:00:00+00:00,2030-02-05,PERFORMING,7,2026-04-03T00:00:00+00:00,11625439.82,NBO-002,{}
EV-LOAN-L009283,L009283,C09336,PL_RET,KES,51828.10,24195.38,0.2005,26,2025-08-26T00:00:00+00:00,2027-10-15,PERFORMING,0,2026-04-22T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009284,L009284,C01692,CORP_TL,KES,19809912.84,5683122.96,0.1488,34,2026-06-20T00:00:00+00:00,2029-04-05,PERFORMING,3,2026-04-19T00:00:00+00:00,18363231.34,NKR-040,{}
EV-LOAN-L009285,L009285,C03296,PL_RET,KES,482358.02,309127.54,0.1931,25,2024-12-15T00:00:00+00:00,2027-01-04,PERFORMING,0,2026-04-24T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009286,L009286,C02561,AUTO_RET,KES,2324255.76,1558839.55,0.1408,31,2026-10-17T00:00:00+00:00,2029-05-04,PERFORMING,0,2026-04-26T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009287,L009287,C08474,AUTO_RET,KES,1166535.93,545652.65,0.1321,57,2026-05-26T00:00:00+00:00,2031-01-30,PERFORMING,0,2026-04-15T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009288,L009288,C00180,INV_SME,KES,7087309.71,3326379.85,0.1482,29,2025-11-03T00:00:00+00:00,2028-03-22,PERFORMING,8,2026-04-11T00:00:00+00:00,9163555.45,NBO-001,{}
EV-LOAN-L009289,L009289,C06240,AUTO_RET,KES,1695555.86,1039503.41,0.1554,40,2025-05-13T00:00:00+00:00,2028-08-25,PERFORMING,0,2026-04-06T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009290,L009290,C09522,AUTO_RET,KES,1461022.40,859850.61,0.1715,42,2023-12-08T00:00:00+00:00,2027-05-21,PERFORMING,0,2026-04-01T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009291,L009291,C05814,AUTO_RET,KES,1535831.86,735878.75,0.1678,39,2026-09-26T00:00:00+00:00,2029-12-09,WATCH,49,2026-04-15T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L009292,L009292,C09350,AUTO_RET,KES,2304885.91,523285.54,0.1693,32,2025-12-20T00:00:00+00:00,2028-08-06,PERFORMING,0,2026-04-03T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009293,L009293,C09551,PL_RET,KES,252054.37,231560.69,0.1945,28,2024-12-12T00:00:00+00:00,2027-04-01,SUBSTANDARD,161,2025-02-25T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009294,L009294,C08665,CORP_TL,KES,20167060.21,6989657.08,0.1561,26,2026-02-03T00:00:00+00:00,2028-03-24,PERFORMING,0,2026-04-13T00:00:00+00:00,14816595.96,NBO-001,{}
EV-LOAN-L009295,L009295,C07640,AUTO_RET,KES,2004303.88,1095334.08,0.1531,52,2024-11-11T00:00:00+00:00,2029-02-18,WATCH,52,2026-04-02T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009296,L009296,C03209,AUTO_RET,KES,971542.75,577383.17,0.1721,57,2026-09-03T00:00:00+00:00,2031-05-10,PERFORMING,0,2026-04-01T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009297,L009297,C03368,WC_SME,KES,4196576.39,814943.19,0.1539,21,2023-03-03T00:00:00+00:00,2024-11-22,PERFORMING,26,2026-04-26T00:00:00+00:00,4179074.06,NBO-001,{}
EV-LOAN-L009298,L009298,C00137,INV_SME,KES,5332873.15,1741299.88,0.1533,45,2024-10-22T00:00:00+00:00,2028-07-03,PERFORMING,12,2026-04-20T00:00:00+00:00,6403670.40,NBO-001,{}
EV-LOAN-L009299,L009299,C06478,AUTO_RET,KES,1684676.22,799397.43,0.1713,31,2025-12-13T00:00:00+00:00,2028-06-30,PERFORMING,0,2026-04-22T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009300,L009300,C00446,AUTO_RET,KES,2472160.69,152446.58,0.1511,46,2026-10-13T00:00:00+00:00,2030-07-24,PERFORMING,1,2026-04-22T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009301,L009301,C08531,PL_RET,KES,325843.08,149357.40,0.2328,22,2026-09-27T00:00:00+00:00,2028-07-18,PERFORMING,0,2026-04-17T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009302,L009302,C08039,INV_SME,KES,1186170.50,704935.60,0.1647,48,2026-12-19T00:00:00+00:00,2030-11-28,PERFORMING,0,2026-04-23T00:00:00+00:00,1422721.12,NBO-001,{}
EV-LOAN-L009303,L009303,C07872,AUTO_RET,KES,714519.89,162680.93,0.1367,30,2024-06-26T00:00:00+00:00,2026-12-13,PERFORMING,0,2026-04-23T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009304,L009304,C08777,PL_RET,KES,78500.65,12638.17,0.2332,18,2023-12-22T00:00:00+00:00,2025-06-14,PERFORMING,0,2026-04-03T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009305,L009305,C09288,AUTO_RET,KES,409675.98,214279.74,0.1410,37,2026-05-12T00:00:00+00:00,2029-05-26,PERFORMING,0,2026-04-21T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009306,L009306,C05896,WC_SME,KES,689146.46,95672.05,0.1911,26,2024-06-01T00:00:00+00:00,2026-07-21,PERFORMING,0,2026-04-13T00:00:00+00:00,478467.85,MSA-010,{}
EV-LOAN-L009307,L009307,C04522,AUTO_RET,KES,1802880.83,751862.27,0.1785,26,2023-07-08T00:00:00+00:00,2025-08-26,PERFORMING,9,2026-04-20T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009308,L009308,C02498,PL_RET,KES,161816.28,89244.92,0.1883,31,2024-06-25T00:00:00+00:00,2027-01-11,PERFORMING,0,2026-04-17T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009309,L009309,C09590,PL_RET,KES,127559.63,44455.14,0.1947,36,2023-07-08T00:00:00+00:00,2026-06-22,PERFORMING,0,2026-04-20T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009310,L009310,C05274,AUTO_RET,KES,1025836.85,132750.40,0.1706,58,2024-03-26T00:00:00+00:00,2028-12-30,PERFORMING,0,2026-04-05T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009311,L009311,C04049,INV_SME,KES,2899789.94,512824.87,0.1548,48,2024-11-20T00:00:00+00:00,2028-10-30,PERFORMING,4,2026-04-20T00:00:00+00:00,3150919.49,NBO-001,{}
EV-LOAN-L009312,L009312,C01823,AUTO_RET,KES,889454.99,770974.56,0.1324,60,2025-04-23T00:00:00+00:00,2030-03-28,SUBSTANDARD,138,2025-05-25T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009313,L009313,C09836,PL_RET,KES,216524.95,127531.57,0.2083,14,2025-01-06T00:00:00+00:00,2026-03-02,PERFORMING,0,2026-04-02T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009314,L009314,C00679,PL_RET,KES,406790.85,137687.37,0.2258,12,2023-06-19T00:00:00+00:00,2024-06-13,PERFORMING,0,2026-04-18T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009315,L009315,C02269,AUTO_RET,KES,1213051.30,1020599.02,0.1440,44,2023-06-09T00:00:00+00:00,2027-01-19,LOSS,474,2023-07-19T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009316,L009316,C01591,AUTO_RET,KES,1360173.69,675027.45,0.1357,45,2023-04-13T00:00:00+00:00,2026-12-23,PERFORMING,0,2026-04-24T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L009317,L009317,C01508,INV_SME,KES,7721263.70,4185396.64,0.1638,39,2024-08-24T00:00:00+00:00,2027-11-07,PERFORMING,0,2026-04-07T00:00:00+00:00,9743102.76,NBO-002,{}
EV-LOAN-L009318,L009318,C00725,INV_SME,KES,1561976.06,869190.75,0.1514,49,2026-11-22T00:00:00+00:00,2030-12-01,PERFORMING,0,2026-04-14T00:00:00+00:00,986349.29,ELD-030,{}
EV-LOAN-L009319,L009319,C07702,AUTO_RET,KES,2029208.02,1142505.85,0.1337,41,2026-12-15T00:00:00+00:00,2030-04-28,PERFORMING,0,2026-04-15T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009320,L009320,C00880,AUTO_RET,KES,1115288.50,376902.11,0.1404,49,2026-07-01T00:00:00+00:00,2030-07-10,PERFORMING,0,2026-04-16T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009321,L009321,C04154,INV_SME,KES,5323235.45,1198892.44,0.1625,34,2023-06-19T00:00:00+00:00,2026-04-04,PERFORMING,0,2026-04-21T00:00:00+00:00,6147406.22,KSM-020,{}
EV-LOAN-L009322,L009322,C00403,PL_RET,KES,336266.56,182171.90,0.2226,35,2024-10-17T00:00:00+00:00,2027-09-02,PERFORMING,0,2026-04-26T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009323,L009323,C00823,AUTO_RET,KES,1158705.52,782652.05,0.1637,30,2024-02-19T00:00:00+00:00,2026-08-07,PERFORMING,0,2026-04-02T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009324,L009324,C03003,WC_SME,KES,4774008.57,2222157.43,0.1769,14,2023-08-26T00:00:00+00:00,2024-10-19,PERFORMING,0,2026-04-10T00:00:00+00:00,4338481.98,KSM-020,{}
EV-LOAN-L009325,L009325,C08204,CORP_TL,KES,22096025.96,4440436.83,0.1292,39,2026-10-08T00:00:00+00:00,2029-12-21,PERFORMING,0,2026-04-15T00:00:00+00:00,22399411.84,KSM-020,{}
EV-LOAN-L009326,L009326,C06628,AUTO_RET,KES,1428828.23,87092.35,0.1650,48,2025-01-19T00:00:00+00:00,2028-12-29,PERFORMING,0,2026-04-17T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009327,L009327,C03723,PL_RET,KES,320833.78,167446.99,0.2391,22,2026-04-04T00:00:00+00:00,2028-01-24,WATCH,31,2026-04-08T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009328,L009328,C05189,CORP_TL,KES,7762787.04,5014792.82,0.1526,51,2026-07-19T00:00:00+00:00,2030-09-26,PERFORMING,16,2026-04-17T00:00:00+00:00,7081125.89,MSA-010,{}
EV-LOAN-L009329,L009329,C03613,WC_SME,KES,741819.13,193338.84,0.1785,21,2026-12-08T00:00:00+00:00,2028-08-29,PERFORMING,0,2026-04-12T00:00:00+00:00,766287.55,NKR-040,{}
EV-LOAN-L009330,L009330,C04041,AUTO_RET,KES,2204864.50,627458.14,0.1800,26,2026-03-16T00:00:00+00:00,2028-05-04,PERFORMING,17,2026-04-24T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L009331,L009331,C01326,AUTO_RET,KES,1972897.07,288120.49,0.1738,28,2026-12-05T00:00:00+00:00,2029-03-24,PERFORMING,0,2026-04-20T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L009332,L009332,C09395,PL_RET,KES,369036.07,241231.09,0.2118,13,2025-11-19T00:00:00+00:00,2026-12-14,PERFORMING,3,2026-04-02T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009333,L009333,C07256,WC_SME,KES,1827875.52,1250926.82,0.1830,30,2024-05-10T00:00:00+00:00,2026-10-27,PERFORMING,0,2026-04-21T00:00:00+00:00,1169799.65,MSA-010,{}
EV-LOAN-L009334,L009334,C07944,PL_RET,KES,93112.48,32299.21,0.1883,12,2023-09-17T00:00:00+00:00,2024-09-11,PERFORMING,0,2026-04-21T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L009335,L009335,C08341,AUTO_RET,KES,373760.59,315872.79,0.1501,34,2023-02-14T00:00:00+00:00,2025-11-30,SUBSTANDARD,134,2023-03-27T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009336,L009336,C01954,AUTO_RET,KES,1392541.08,332235.91,0.1725,31,2026-12-24T00:00:00+00:00,2029-07-11,PERFORMING,0,2026-04-11T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009337,L009337,C05993,INV_SME,KES,7577017.38,5057086.66,0.1664,48,2023-04-25T00:00:00+00:00,2027-04-04,PERFORMING,0,2026-04-15T00:00:00+00:00,5681646.65,ELD-030,{}
EV-LOAN-L009338,L009338,C08406,PL_RET,KES,403177.84,249658.81,0.1943,27,2025-01-21T00:00:00+00:00,2027-04-11,PERFORMING,0,2026-04-24T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009339,L009339,C03669,CORP_TL,KES,11780897.93,5670584.62,0.1234,26,2023-03-15T00:00:00+00:00,2025-05-03,PERFORMING,0,2026-04-05T00:00:00+00:00,13143931.43,NBO-003,{}
EV-LOAN-L009340,L009340,C06253,INV_SME,KES,2495717.22,1619140.22,0.1767,54,2024-04-28T00:00:00+00:00,2028-10-04,PERFORMING,11,2026-04-11T00:00:00+00:00,3244621.42,MSA-010,{}
EV-LOAN-L009341,L009341,C04443,AUTO_RET,KES,1316602.31,662123.31,0.1528,28,2023-04-13T00:00:00+00:00,2025-07-31,PERFORMING,0,2026-04-13T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009342,L009342,C01782,AUTO_RET,KES,1527850.52,327629.72,0.1660,41,2026-04-07T00:00:00+00:00,2029-08-19,PERFORMING,0,2026-04-11T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L009343,L009343,C06501,WC_SME,KES,2127053.17,147924.43,0.1723,25,2025-07-05T00:00:00+00:00,2027-07-25,PERFORMING,0,2026-04-09T00:00:00+00:00,1821472.49,ELD-030,{}
EV-LOAN-L009344,L009344,C08812,INV_SME,KES,6280433.74,4256568.16,0.1461,57,2026-02-05T00:00:00+00:00,2030-10-12,PERFORMING,0,2026-04-11T00:00:00+00:00,4882146.88,NBO-002,{}
EV-LOAN-L009345,L009345,C04730,PL_RET,KES,408439.02,179156.00,0.2195,29,2023-11-11T00:00:00+00:00,2026-03-30,PERFORMING,0,2026-04-15T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009346,L009346,C05572,PL_RET,KES,293731.39,92114.93,0.1881,19,2025-06-16T00:00:00+00:00,2027-01-07,PERFORMING,0,2026-04-24T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009347,L009347,C01691,INV_SME,KES,3392659.85,2812369.59,0.1453,54,2025-03-21T00:00:00+00:00,2029-08-27,WATCH,52,2026-04-22T00:00:00+00:00,4462481.22,MSA-010,{}
EV-LOAN-L009348,L009348,C02338,PL_RET,KES,203800.95,87064.29,0.2098,14,2023-04-03T00:00:00+00:00,2024-05-27,PERFORMING,10,2026-04-11T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009349,L009349,C07319,WC_SME,KES,4798149.82,1478601.08,0.1782,13,2024-03-26T00:00:00+00:00,2025-04-20,PERFORMING,9,2026-04-10T00:00:00+00:00,4861065.43,NBO-002,{}
EV-LOAN-L009350,L009350,C00709,AUTO_RET,KES,1637133.22,913639.48,0.1388,37,2024-07-07T00:00:00+00:00,2027-07-22,PERFORMING,0,2026-04-21T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009351,L009351,C02474,AUTO_RET,KES,1289982.48,132265.72,0.1358,57,2025-09-23T00:00:00+00:00,2030-05-30,PERFORMING,0,2026-04-01T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009352,L009352,C06323,AUTO_RET,KES,2270109.17,1029212.94,0.1693,46,2026-11-15T00:00:00+00:00,2030-08-26,PERFORMING,0,2026-04-14T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009353,L009353,C09854,PL_RET,KES,256986.16,28082.41,0.2147,36,2024-02-16T00:00:00+00:00,2027-01-31,PERFORMING,0,2026-04-08T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L009354,L009354,C04388,PL_RET,KES,394297.56,54128.52,0.2141,36,2023-05-02T00:00:00+00:00,2026-04-16,PERFORMING,0,2026-04-13T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009355,L009355,C02585,PL_RET,KES,62713.07,30422.27,0.2288,21,2023-07-03T00:00:00+00:00,2025-03-24,WATCH,52,2026-04-06T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009356,L009356,C03338,WC_SME,KES,3270224.70,2129744.78,0.1916,31,2025-11-24T00:00:00+00:00,2028-06-11,PERFORMING,0,2026-04-11T00:00:00+00:00,3649263.49,NBO-003,{}
EV-LOAN-L009357,L009357,C09848,PL_RET,KES,179686.31,69062.97,0.2205,33,2025-08-18T00:00:00+00:00,2028-05-04,PERFORMING,13,2026-04-16T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L009358,L009358,C05687,INV_SME,KES,3490456.92,1543627.64,0.1778,53,2023-09-12T00:00:00+00:00,2028-01-19,PERFORMING,0,2026-04-02T00:00:00+00:00,3070336.91,NBO-003,{}
EV-LOAN-L009359,L009359,C05410,PL_RET,KES,188563.60,25838.01,0.1919,27,2026-04-02T00:00:00+00:00,2028-06-20,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009360,L009360,C00713,PL_RET,KES,107287.26,40353.97,0.2238,12,2024-10-26T00:00:00+00:00,2025-10-21,PERFORMING,0,2026-04-19T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009361,L009361,C03556,PL_RET,KES,252455.87,116716.43,0.2352,20,2025-01-04T00:00:00+00:00,2026-08-27,PERFORMING,0,2026-04-14T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009362,L009362,C08801,PL_RET,KES,97314.30,74535.54,0.1998,22,2025-02-15T00:00:00+00:00,2026-12-07,WATCH,59,2026-04-01T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L009363,L009363,C09788,AUTO_RET,KES,1502421.17,713997.87,0.1357,27,2023-01-27T00:00:00+00:00,2025-04-16,PERFORMING,0,2026-04-12T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009364,L009364,C07707,AUTO_RET,KES,1633745.32,291542.40,0.1498,32,2023-03-24T00:00:00+00:00,2025-11-08,PERFORMING,0,2026-04-03T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009365,L009365,C03304,AUTO_RET,KES,1290047.63,816736.94,0.1640,53,2025-12-25T00:00:00+00:00,2030-05-03,PERFORMING,0,2026-04-25T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L009366,L009366,C05352,PL_RET,KES,60359.23,44972.59,0.1964,12,2024-05-02T00:00:00+00:00,2025-04-27,WATCH,59,2026-04-04T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009367,L009367,C06974,CORP_TL,KES,6446709.38,2907657.36,0.1559,60,2026-09-10T00:00:00+00:00,2031-08-15,WATCH,56,2026-04-05T00:00:00+00:00,6947397.36,KSM-020,{}
EV-LOAN-L009368,L009368,C03862,INV_SME,KES,3862209.81,759069.65,0.1664,54,2024-05-09T00:00:00+00:00,2028-10-15,PERFORMING,0,2026-04-11T00:00:00+00:00,4906888.91,MSA-010,{}
EV-LOAN-L009369,L009369,C01525,WC_SME,KES,2286581.54,839571.48,0.1979,26,2025-05-15T00:00:00+00:00,2027-07-04,PERFORMING,0,2026-04-05T00:00:00+00:00,2642776.90,NBO-002,{}
EV-LOAN-L009370,L009370,C01663,AUTO_RET,KES,1407135.30,403717.58,0.1438,41,2025-02-23T00:00:00+00:00,2028-07-07,PERFORMING,11,2026-04-05T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009371,L009371,C08232,INV_SME,KES,3050312.80,1221753.52,0.1643,54,2025-08-06T00:00:00+00:00,2030-01-12,PERFORMING,0,2026-04-19T00:00:00+00:00,4220078.81,ELD-030,{}
EV-LOAN-L009372,L009372,C09445,PL_RET,KES,202998.41,91826.69,0.2069,18,2026-07-06T00:00:00+00:00,2027-12-28,PERFORMING,0,2026-04-07T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L009373,L009373,C00038,PL_RET,KES,350874.00,210869.35,0.2133,16,2023-12-14T00:00:00+00:00,2025-04-07,PERFORMING,0,2026-04-20T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L009374,L009374,C06183,WC_SME,KES,2340815.97,1527566.51,0.1806,31,2026-02-21T00:00:00+00:00,2028-09-08,PERFORMING,19,2026-04-04T00:00:00+00:00,2067720.49,NBO-002,{}
