source_event_id,customer_id,bureau_name,score,score_band,score_as_of,delinquencies_12m,open_facilities,total_exposure,enquiries_3m,payload
EV-BUR-C03854,C03854,TransUnion,687,B,2026-04-25,2,1,1437286.71,4,{}
EV-BUR-C03855,C03855,CreditInfo,636,B,2026-04-20,2,2,1381965.94,2,{}
EV-BUR-C03856,C03856,CreditInfo,670,B,2026-04-23,0,5,2217917.36,4,{}
EV-BUR-C03857,C03857,Metropol,676,B,2026-04-23,1,5,1979499.92,2,{}
EV-BUR-C03858,C03858,TransUnion,773,A,2026-04-23,2,7,3422323.79,2,{}
EV-BUR-C03859,C03859,TransUnion,626,B,2026-04-26,1,7,1215909.44,4,{}
EV-BUR-C03860,C03860,Metropol,330,E,2026-04-21,8,7,456382.10,0,{}
EV-BUR-C03861,C03861,Metropol,760,A,2026-04-21,2,1,2368456.34,0,{}
EV-BUR-C03862,C03862,Metropol,720,A,2026-04-22,1,6,426217.65,3,{}
EV-BUR-C03863,C03863,Metropol,626,B,2026-04-20,0,4,1758409.08,2,{}
EV-BUR-C03864,C03864,CreditInfo,823,A,2026-04-25,2,3,183783.86,4,{}
EV-BUR-C03865,C03865,TransUnion,578,C,2026-04-24,1,2,2635451.82,1,{}
EV-BUR-C03866,C03866,TransUnion,558,C,2026-04-24,0,7,893227.50,0,{}
EV-BUR-C03867,C03867,Metropol,731,A,2026-04-23,2,1,866556.67,1,{}
EV-BUR-C03868,C03868,CreditInfo,541,C,2026-04-20,0,3,1708817.37,2,{}
EV-BUR-C03869,C03869,TransUnion,807,A,2026-04-24,0,3,1864353.98,0,{}
EV-BUR-C03870,C03870,TransUnion,565,C,2026-04-26,0,2,1980434.88,3,{}
EV-BUR-C03871,C03871,CreditInfo,727,A,2026-04-22,0,6,542921.69,0,{}
EV-BUR-C03872,C03872,TransUnion,735,A,2026-04-23,2,6,2464991.14,1,{}
EV-BUR-C03873,C03873,Metropol,570,C,2026-04-25,1,1,1242411.85,1,{}
EV-BUR-C03874,C03874,TransUnion,674,B,2026-04-20,2,1,781921.21,3,{}
EV-BUR-C03875,C03875,TransUnion,672,B,2026-04-22,1,1,225010.84,4,{}
EV-BUR-C03876,C03876,CreditInfo,753,A,2026-04-25,0,3,3468196.21,3,{}
EV-BUR-C03877,C03877,Metropol,713,B,2026-04-20,2,7,2575049.51,0,{}
EV-BUR-C03878,C03878,CreditInfo,809,A,2026-04-25,2,7,1572632.43,1,{}
EV-BUR-C03879,C03879,TransUnion,582,C,2026-04-22,2,5,729675.11,1,{}
EV-BUR-C03880,C03880,TransUnion,844,A,2026-04-26,0,1,885480.07,0,{}
EV-BUR-C03881,C03881,CreditInfo,742,A,2026-04-21,1,1,3938231.34,2,{}
EV-BUR-C03882,C03882,Metropol,763,A,2026-04-21,0,6,2025723.83,1,{}
EV-BUR-C03883,C03883,CreditInfo,723,A,2026-04-22,1,1,2015435.35,4,{}
EV-BUR-C03884,C03884,Metropol,809,A,2026-04-24,0,1,1771020.08,2,{}
EV-BUR-C03885,C03885,Metropol,554,C,2026-04-20,1,1,3110121.74,4,{}
EV-BUR-C03886,C03886,Metropol,705,B,2026-04-22,1,3,3399607.11,2,{}
EV-BUR-C03887,C03887,Metropol,837,A,2026-04-26,1,5,2891217.64,4,{}
EV-BUR-C03888,C03888,CreditInfo,723,A,2026-04-24,2,4,1430238.66,0,{}
EV-BUR-C03889,C03889,CreditInfo,605,B,2026-04-26,2,4,211819.98,2,{}
EV-BUR-C03890,C03890,CreditInfo,661,B,2026-04-26,0,3,3130951.27,1,{}
EV-BUR-C03891,C03891,Metropol,718,B,2026-04-20,2,3,1950943.07,3,{}
EV-BUR-C03892,C03892,TransUnion,582,C,2026-04-24,2,4,2433958.78,2,{}
EV-BUR-C03893,C03893,Metropol,744,A,2026-04-23,0,5,2164395.95,1,{}
EV-BUR-C03894,C03894,TransUnion,682,B,2026-04-24,2,7,1671107.56,0,{}
EV-BUR-C03895,C03895,CreditInfo,794,A,2026-04-23,2,6,793620.60,0,{}
EV-BUR-C03896,C03896,Metropol,776,A,2026-04-21,1,6,1407887.12,4,{}
EV-BUR-C03897,C03897,TransUnion,555,C,2026-04-23,1,5,1547058.19,1,{}
EV-BUR-C03898,C03898,Metropol,843,A,2026-04-21,0,3,1015204.00,3,{}
EV-BUR-C03899,C03899,TransUnion,820,A,2026-04-21,1,3,1464260.60,0,{}
EV-BUR-C03900,C03900,CreditInfo,831,A,2026-04-24,0,4,3979436.51,3,{}
EV-BUR-C03901,C03901,TransUnion,672,B,2026-04-24,2,1,243678.26,1,{}
EV-BUR-C03902,C03902,TransUnion,814,A,2026-04-25,0,7,2841425.34,3,{}
EV-BUR-C03903,C03903,TransUnion,629,B,2026-04-23,0,3,1499750.71,3,{}
EV-BUR-C03904,C03904,TransUnion,814,A,2026-04-20,2,7,888631.51,4,{}
EV-BUR-C03905,C03905,Metropol,729,A,2026-04-21,2,1,733987.60,1,{}
EV-BUR-C03906,C03906,Metropol,636,B,2026-04-21,0,4,3752577.81,2,{}
EV-BUR-C03907,C03907,TransUnion,638,B,2026-04-26,2,1,2250737.47,0,{}
EV-BUR-C03908,C03908,CreditInfo,762,A,2026-04-26,2,7,64142.70,0,{}
EV-BUR-C03909,C03909,CreditInfo,767,A,2026-04-23,1,2,2451299.35,0,{}
EV-BUR-C03910,C03910,TransUnion,594,C,2026-04-22,2,4,3465831.48,2,{}
EV-BUR-C03911,C03911,Metropol,768,A,2026-04-26,1,6,495828.29,3,{}
EV-BUR-C03912,C03912,Metropol,558,C,2026-04-26,1,1,2887331.16,2,{}
EV-BUR-C03913,C03913,TransUnion,826,A,2026-04-24,0,4,3061889.39,1,{}
EV-BUR-C03914,C03914,Metropol,571,C,2026-04-22,2,5,343937.58,1,{}
EV-BUR-C03915,C03915,Metropol,814,A,2026-04-24,0,3,2022392.04,1,{}
EV-BUR-C03916,C03916,TransUnion,456,D,2026-04-26,3,3,3358340.29,2,{}
EV-BUR-C03917,C03917,Metropol,676,B,2026-04-23,0,4,3368196.02,2,{}
EV-BUR-C03918,C03918,CreditInfo,607,B,2026-04-26,1,2,1044343.12,0,{}
EV-BUR-C03919,C03919,Metropol,709,B,2026-04-22,2,3,1629497.10,2,{}
EV-BUR-C03920,C03920,Metropol,662,B,2026-04-22,0,7,1815739.04,0,{}
EV-BUR-C03921,C03921,CreditInfo,584,C,2026-04-20,0,5,559986.77,0,{}
EV-BUR-C03922,C03922,CreditInfo,769,A,2026-04-21,2,2,2660567.09,4,{}
EV-BUR-C03923,C03923,TransUnion,590,C,2026-04-20,1,3,2849452.01,3,{}
EV-BUR-C03924,C03924,CreditInfo,745,A,2026-04-24,1,1,761251.99,1,{}
EV-BUR-C03925,C03925,CreditInfo,563,C,2026-04-20,2,5,2087192.00,2,{}
EV-BUR-C03926,C03926,TransUnion,621,B,2026-04-26,0,4,954122.64,0,{}
EV-BUR-C03927,C03927,TransUnion,732,A,2026-04-26,2,2,2352333.39,1,{}
EV-BUR-C03928,C03928,CreditInfo,777,A,2026-04-21,2,3,2381136.54,2,{}
EV-BUR-C03929,C03929,Metropol,585,C,2026-04-24,1,4,657709.82,2,{}
EV-BUR-C03930,C03930,Metropol,712,B,2026-04-21,2,2,2259187.65,3,{}
EV-BUR-C03931,C03931,Metropol,599,C,2026-04-26,2,6,1862295.65,3,{}
EV-BUR-C03932,C03932,Metropol,758,A,2026-04-21,0,4,3122117.89,3,{}
EV-BUR-C03933,C03933,CreditInfo,595,C,2026-04-24,1,7,3538974.43,4,{}
EV-BUR-C03934,C03934,TransUnion,698,B,2026-04-22,2,5,1807530.59,4,{}
EV-BUR-C03935,C03935,TransUnion,739,A,2026-04-26,1,5,614408.66,0,{}
EV-BUR-C03936,C03936,TransUnion,546,C,2026-04-23,1,5,2972887.56,3,{}
EV-BUR-C03937,C03937,Metropol,681,B,2026-04-24,1,7,2374140.79,1,{}
EV-BUR-C03938,C03938,TransUnion,660,B,2026-04-26,2,4,3698118.66,1,{}
EV-BUR-C03939,C03939,CreditInfo,763,A,2026-04-26,0,7,809647.99,1,{}
EV-BUR-C03940,C03940,CreditInfo,758,A,2026-04-25,0,4,113275.58,3,{}
EV-BUR-C03941,C03941,CreditInfo,850,A,2026-04-21,1,1,3217834.77,0,{}
EV-BUR-C03942,C03942,Metropol,712,B,2026-04-23,1,1,1979112.09,0,{}
EV-BUR-C03943,C03943,Metropol,849,A,2026-04-23,1,2,1641107.64,2,{}
EV-BUR-C03944,C03944,Metropol,774,A,2026-04-24,2,4,1321465.60,3,{}
EV-BUR-C03945,C03945,CreditInfo,739,A,2026-04-23,1,6,734017.56,4,{}
EV-BUR-C03946,C03946,CreditInfo,715,B,2026-04-26,2,2,443311.29,0,{}
EV-BUR-C03947,C03947,Metropol,604,B,2026-04-23,1,4,847819.50,0,{}
EV-BUR-C03948,C03948,Metropol,759,A,2026-04-23,0,7,1808192.44,4,{}
EV-BUR-C03949,C03949,CreditInfo,557,C,2026-04-24,2,1,1598104.86,3,{}
EV-BUR-C03950,C03950,CreditInfo,541,C,2026-04-25,2,6,1026056.51,2,{}
EV-BUR-C03951,C03951,Metropol,549,C,2026-04-21,2,2,278710.24,2,{}
EV-BUR-C03952,C03952,CreditInfo,645,B,2026-04-21,2,3,1234933.62,2,{}
EV-BUR-C03953,C03953,CreditInfo,572,C,2026-04-23,0,1,3861660.58,1,{}
EV-BUR-C03954,C03954,Metropol,678,B,2026-04-24,1,1,754507.82,2,{}
EV-BUR-C03955,C03955,TransUnion,636,B,2026-04-22,0,3,3906399.26,1,{}
EV-BUR-C03956,C03956,TransUnion,822,A,2026-04-20,2,2,2043603.29,1,{}
EV-BUR-C03957,C03957,CreditInfo,814,A,2026-04-26,1,1,2700976.60,0,{}
EV-BUR-C03958,C03958,Metropol,791,A,2026-04-22,0,5,780588.46,1,{}
EV-BUR-C03959,C03959,Metropol,686,B,2026-04-23,0,2,552975.26,1,{}
EV-BUR-C03960,C03960,TransUnion,540,C,2026-04-21,2,4,3825699.38,0,{}
EV-BUR-C03961,C03961,TransUnion,846,A,2026-04-22,1,5,1726707.02,2,{}
EV-BUR-C03962,C03962,Metropol,557,C,2026-04-20,0,1,414003.64,3,{}
EV-BUR-C03963,C03963,TransUnion,577,C,2026-04-20,0,5,1900923.64,3,{}
EV-BUR-C03964,C03964,TransUnion,640,B,2026-04-21,1,1,2472617.00,0,{}
EV-BUR-C03965,C03965,CreditInfo,453,D,2026-04-22,6,7,1023419.87,3,{}
EV-BUR-C03966,C03966,TransUnion,504,C,2026-04-23,3,5,3814352.28,1,{}
EV-BUR-C03967,C03967,Metropol,792,A,2026-04-21,1,1,2016223.34,0,{}
EV-BUR-C03968,C03968,TransUnion,394,E,2026-04-21,8,5,2757569.82,4,{}
EV-BUR-C03969,C03969,CreditInfo,703,B,2026-04-22,2,1,2566677.95,4,{}
EV-BUR-C03970,C03970,TransUnion,604,B,2026-04-23,1,6,2436959.18,2,{}
EV-BUR-C03971,C03971,TransUnion,648,B,2026-04-23,1,7,2011918.80,0,{}
EV-BUR-C03972,C03972,Metropol,571,C,2026-04-23,1,2,1867482.11,2,{}
EV-BUR-C03973,C03973,CreditInfo,841,A,2026-04-24,1,2,3062659.76,0,{}
EV-BUR-C03974,C03974,TransUnion,577,C,2026-04-23,0,3,1368215.21,4,{}
EV-BUR-C03975,C03975,TransUnion,741,A,2026-04-24,2,7,3522522.30,0,{}
EV-BUR-C03976,C03976,TransUnion,605,B,2026-04-23,1,6,1011316.03,0,{}
EV-BUR-C03977,C03977,Metropol,599,C,2026-04-26,2,6,3348447.59,4,{}
EV-BUR-C03978,C03978,CreditInfo,826,A,2026-04-26,0,4,3547604.47,1,{}
EV-BUR-C03979,C03979,CreditInfo,661,B,2026-04-20,0,2,1461213.48,0,{}
EV-BUR-C03980,C03980,CreditInfo,366,E,2026-04-26,6,6,754425.23,4,{}
EV-BUR-C03981,C03981,Metropol,652,B,2026-04-22,0,3,3423516.39,1,{}
EV-BUR-C03982,C03982,TransUnion,761,A,2026-04-21,1,3,2149942.02,0,{}
EV-BUR-C03983,C03983,Metropol,834,A,2026-04-20,1,7,1132584.17,4,{}
EV-BUR-C03984,C03984,TransUnion,841,A,2026-04-25,0,6,2302117.88,1,{}
EV-BUR-C03985,C03985,TransUnion,821,A,2026-04-24,1,2,1863187.78,4,{}
EV-BUR-C03986,C03986,CreditInfo,744,A,2026-04-20,2,1,3340605.75,2,{}
EV-BUR-C03987,C03987,CreditInfo,408,D,2026-04-21,3,4,3463648.13,2,{}
EV-BUR-C03988,C03988,CreditInfo,680,B,2026-04-26,2,6,562290.32,1,{}
EV-BUR-C03989,C03989,Metropol,312,E,2026-04-21,8,5,1071502.61,1,{}
EV-BUR-C03990,C03990,CreditInfo,618,B,2026-04-20,0,7,2001690.02,1,{}
EV-BUR-C03991,C03991,CreditInfo,592,C,2026-04-20,1,1,1147657.03,0,{}
EV-BUR-C03992,C03992,TransUnion,683,B,2026-04-21,2,4,3734891.66,1,{}
EV-BUR-C03993,C03993,Metropol,620,B,2026-04-21,2,6,2942089.27,0,{}
EV-BUR-C03994,C03994,TransUnion,805,A,2026-04-24,1,6,572472.02,2,{}
EV-BUR-C03995,C03995,TransUnion,736,A,2026-04-24,2,4,140861.17,4,{}
EV-BUR-C03996,C03996,TransUnion,814,A,2026-04-23,2,5,1333072.39,3,{}
EV-BUR-C03997,C03997,CreditInfo,631,B,2026-04-21,1,7,2487432.21,3,{}
EV-BUR-C03998,C03998,TransUnion,751,A,2026-04-20,0,7,1343217.38,3,{}
EV-BUR-C03999,C03999,TransUnion,594,C,2026-04-21,2,4,2770424.01,3,{}
EV-BUR-C04000,C04000,TransUnion,592,C,2026-04-20,0,2,3866305.55,0,{}
EV-BUR-C04001,C04001,TransUnion,444,D,2026-04-22,8,1,358428.10,1,{}
EV-BUR-C04002,C04002,TransUnion,818,A,2026-04-26,2,4,518257.61,2,{}
EV-BUR-C04003,C04003,TransUnion,567,C,2026-04-21,1,2,2390563.99,0,{}
EV-BUR-C04004,C04004,TransUnion,734,A,2026-04-21,2,1,2327786.40,4,{}
EV-BUR-C04005,C04005,CreditInfo,721,A,2026-04-21,0,5,3331283.19,4,{}
EV-BUR-C04006,C04006,TransUnion,788,A,2026-04-24,1,7,1142553.01,2,{}
EV-BUR-C04007,C04007,Metropol,560,C,2026-04-21,2,6,3851272.59,2,{}
EV-BUR-C04008,C04008,TransUnion,545,C,2026-04-26,1,2,3604512.04,4,{}
EV-BUR-C04009,C04009,CreditInfo,648,B,2026-04-23,0,5,2660218.11,0,{}
EV-BUR-C04010,C04010,Metropol,699,B,2026-04-21,1,6,2384195.91,2,{}
EV-BUR-C04011,C04011,CreditInfo,288,E,2026-04-21,6,1,3909441.01,2,{}
EV-BUR-C04012,C04012,Metropol,410,D,2026-04-26,6,3,461643.47,0,{}
EV-BUR-C04013,C04013,CreditInfo,714,B,2026-04-26,2,4,1929645.48,4,{}
EV-BUR-C04014,C04014,CreditInfo,312,E,2026-04-23,5,2,216948.10,2,{}
EV-BUR-C04015,C04015,TransUnion,669,B,2026-04-22,1,4,456001.58,3,{}
EV-BUR-C04016,C04016,Metropol,617,B,2026-04-26,2,4,3039936.71,1,{}
EV-BUR-C04017,C04017,TransUnion,630,B,2026-04-21,2,2,1971671.84,3,{}
EV-BUR-C04018,C04018,CreditInfo,845,A,2026-04-20,2,3,688533.32,1,{}
EV-BUR-C04019,C04019,Metropol,520,C,2026-04-21,7,1,1236230.16,4,{}
EV-BUR-C04020,C04020,TransUnion,553,C,2026-04-25,2,7,683247.59,2,{}
EV-BUR-C04021,C04021,Metropol,703,B,2026-04-25,0,3,2522412.95,0,{}
EV-BUR-C04022,C04022,Metropol,792,A,2026-04-25,0,3,1129296.34,4,{}
EV-BUR-C04023,C04023,TransUnion,602,B,2026-04-24,2,7,1280244.79,1,{}
EV-BUR-C04024,C04024,CreditInfo,635,B,2026-04-25,1,4,3200147.28,2,{}
EV-BUR-C04025,C04025,Metropol,820,A,2026-04-25,1,1,1093150.14,4,{}
EV-BUR-C04026,C04026,Metropol,576,C,2026-04-24,0,1,3549765.37,0,{}
EV-BUR-C04027,C04027,CreditInfo,653,B,2026-04-23,1,2,1729686.51,3,{}
EV-BUR-C04028,C04028,Metropol,547,C,2026-04-21,1,7,2631596.59,2,{}
EV-BUR-C04029,C04029,CreditInfo,623,B,2026-04-20,0,6,3075146.48,0,{}
EV-BUR-C04030,C04030,Metropol,595,C,2026-04-22,2,3,3200648.31,1,{}
EV-BUR-C04031,C04031,CreditInfo,740,A,2026-04-24,1,1,286953.43,0,{}
EV-BUR-C04032,C04032,CreditInfo,816,A,2026-04-24,0,5,2806177.46,2,{}
EV-BUR-C04033,C04033,Metropol,682,B,2026-04-23,0,1,2119435.71,1,{}
EV-BUR-C04034,C04034,Metropol,549,C,2026-04-22,1,6,3977900.80,0,{}
EV-BUR-C04035,C04035,CreditInfo,674,B,2026-04-26,2,5,1092075.47,4,{}
EV-BUR-C04036,C04036,TransUnion,599,C,2026-04-20,2,7,2861033.24,3,{}
EV-BUR-C04037,C04037,TransUnion,841,A,2026-04-23,2,5,679407.72,1,{}
EV-BUR-C04038,C04038,Metropol,628,B,2026-04-21,1,5,1871442.24,4,{}
EV-BUR-C04039,C04039,TransUnion,752,A,2026-04-24,1,2,2568015.48,2,{}
EV-BUR-C04040,C04040,CreditInfo,596,C,2026-04-23,0,1,1683085.75,0,{}
EV-BUR-C04041,C04041,TransUnion,799,A,2026-04-21,2,1,3095003.96,1,{}
EV-BUR-C04042,C04042,TransUnion,680,B,2026-04-23,1,3,2919808.03,0,{}
EV-BUR-C04043,C04043,CreditInfo,671,B,2026-04-22,2,4,1052673.32,0,{}
EV-BUR-C04044,C04044,TransUnion,754,A,2026-04-23,2,5,3257860.16,1,{}
EV-BUR-C04045,C04045,CreditInfo,804,A,2026-04-25,1,1,3746607.65,2,{}
EV-BUR-C04046,C04046,Metropol,587,C,2026-04-26,0,2,3424505.79,0,{}
EV-BUR-C04047,C04047,TransUnion,603,B,2026-04-26,0,6,1544842.54,2,{}
EV-BUR-C04048,C04048,CreditInfo,733,A,2026-04-20,0,6,55527.33,3,{}
EV-BUR-C04049,C04049,CreditInfo,579,C,2026-04-24,0,1,629263.94,1,{}
EV-BUR-C04050,C04050,Metropol,773,A,2026-04-20,0,4,3152408.24,0,{}
EV-BUR-C04051,C04051,Metropol,848,A,2026-04-24,0,4,105609.34,1,{}
EV-BUR-C04052,C04052,TransUnion,551,C,2026-04-24,1,2,3071565.51,2,{}
EV-BUR-C04053,C04053,Metropol,647,B,2026-04-23,2,7,3371962.73,4,{}
EV-BUR-C04054,C04054,Metropol,818,A,2026-04-22,2,4,1554118.85,1,{}
EV-BUR-C04055,C04055,Metropol,836,A,2026-04-25,0,3,3989252.38,0,{}
EV-BUR-C04056,C04056,CreditInfo,608,B,2026-04-23,0,4,2053355.55,3,{}
EV-BUR-C04057,C04057,CreditInfo,673,B,2026-04-23,0,3,2467502.50,1,{}
EV-BUR-C04058,C04058,CreditInfo,842,A,2026-04-24,2,2,1123489.22,3,{}
EV-BUR-C04059,C04059,CreditInfo,747,A,2026-04-24,2,7,3834591.45,1,{}
EV-BUR-C04060,C04060,Metropol,675,B,2026-04-20,0,6,2303707.83,2,{}
EV-BUR-C04061,C04061,TransUnion,577,C,2026-04-22,1,7,691464.17,3,{}
EV-BUR-C04062,C04062,TransUnion,559,C,2026-04-23,1,7,2627475.64,3,{}
EV-BUR-C04063,C04063,Metropol,709,B,2026-04-20,1,2,1833768.32,1,{}
EV-BUR-C04064,C04064,TransUnion,590,C,2026-04-23,2,1,2354313.84,1,{}
EV-BUR-C04065,C04065,TransUnion,724,A,2026-04-20,1,1,3034212.38,4,{}
EV-BUR-C04066,C04066,CreditInfo,660,B,2026-04-20,2,2,1812003.81,2,{}
EV-BUR-C04067,C04067,Metropol,823,A,2026-04-26,1,1,1279073.61,0,{}
EV-BUR-C04068,C04068,Metropol,719,B,2026-04-21,1,6,3958658.51,3,{}
EV-BUR-C04069,C04069,TransUnion,677,B,2026-04-21,1,6,1725947.20,1,{}
EV-BUR-C04070,C04070,TransUnion,429,D,2026-04-20,4,1,2067641.28,3,{}
EV-BUR-C04071,C04071,CreditInfo,838,A,2026-04-25,1,7,2952242.11,4,{}
EV-BUR-C04072,C04072,TransUnion,608,B,2026-04-23,0,5,2907748.33,2,{}
EV-BUR-C04073,C04073,CreditInfo,828,A,2026-04-21,2,1,1639861.40,1,{}
EV-BUR-C04074,C04074,CreditInfo,557,C,2026-04-26,0,5,1195779.35,1,{}
EV-BUR-C04075,C04075,TransUnion,661,B,2026-04-25,2,7,1331313.84,3,{}
EV-BUR-C04076,C04076,CreditInfo,408,D,2026-04-22,3,1,2600774.47,3,{}
EV-BUR-C04077,C04077,Metropol,621,B,2026-04-25,1,7,1973998.79,4,{}
EV-BUR-C04078,C04078,CreditInfo,345,E,2026-04-26,9,2,2402313.17,1,{}
EV-BUR-C04079,C04079,TransUnion,656,B,2026-04-23,0,2,3877506.00,0,{}
EV-BUR-C04080,C04080,TransUnion,824,A,2026-04-25,1,3,2953644.59,2,{}
EV-BUR-C04081,C04081,CreditInfo,561,C,2026-04-25,0,4,2630352.01,3,{}
EV-BUR-C04082,C04082,TransUnion,560,C,2026-04-24,2,7,145927.84,4,{}
EV-BUR-C04083,C04083,TransUnion,743,A,2026-04-23,0,4,1150648.08,3,{}
EV-BUR-C04084,C04084,TransUnion,697,B,2026-04-20,0,3,1730079.67,1,{}
EV-BUR-C04085,C04085,TransUnion,648,B,2026-04-22,2,1,996334.98,2,{}
EV-BUR-C04086,C04086,TransUnion,597,C,2026-04-23,0,7,1802104.09,3,{}
EV-BUR-C04087,C04087,CreditInfo,645,B,2026-04-22,1,1,516616.74,2,{}
EV-BUR-C04088,C04088,Metropol,698,B,2026-04-25,2,3,2095608.88,4,{}
EV-BUR-C04089,C04089,TransUnion,819,A,2026-04-22,2,3,273221.69,3,{}
EV-BUR-C04090,C04090,TransUnion,837,A,2026-04-21,1,4,2341639.43,0,{}
EV-BUR-C04091,C04091,Metropol,806,A,2026-04-26,0,4,3397341.66,1,{}
EV-BUR-C04092,C04092,Metropol,819,A,2026-04-22,0,6,3296475.27,0,{}
EV-BUR-C04093,C04093,Metropol,650,B,2026-04-25,2,2,2808280.36,3,{}
EV-BUR-C04094,C04094,CreditInfo,544,C,2026-04-23,0,5,3602197.47,4,{}
EV-BUR-C04095,C04095,Metropol,556,C,2026-04-20,0,7,77833.56,3,{}
EV-BUR-C04096,C04096,TransUnion,643,B,2026-04-25,0,1,1316578.13,0,{}
EV-BUR-C04097,C04097,TransUnion,697,B,2026-04-26,0,5,905551.71,3,{}
EV-BUR-C04098,C04098,Metropol,626,B,2026-04-21,1,6,1287565.58,2,{}
EV-BUR-C04099,C04099,CreditInfo,631,B,2026-04-26,1,4,2819481.00,2,{}
EV-BUR-C04100,C04100,TransUnion,805,A,2026-04-21,1,7,3501354.14,2,{}
EV-BUR-C04101,C04101,Metropol,654,B,2026-04-20,0,1,2428574.50,4,{}
EV-BUR-C04102,C04102,Metropol,686,B,2026-04-24,0,2,3242098.84,3,{}
EV-BUR-C04103,C04103,TransUnion,751,A,2026-04-21,0,3,1709881.69,3,{}
EV-BUR-C04104,C04104,Metropol,566,C,2026-04-26,0,3,2039094.35,3,{}
EV-BUR-C04105,C04105,TransUnion,823,A,2026-04-26,2,4,3420139.80,0,{}
EV-BUR-C04106,C04106,CreditInfo,780,A,2026-04-22,2,1,3633490.27,3,{}
EV-BUR-C04107,C04107,TransUnion,552,C,2026-04-22,2,4,3824008.14,3,{}
EV-BUR-C04108,C04108,Metropol,666,B,2026-04-24,1,7,3811431.59,0,{}
EV-BUR-C04109,C04109,Metropol,725,A,2026-04-22,0,1,718013.73,2,{}
EV-BUR-C04110,C04110,CreditInfo,542,C,2026-04-21,0,6,1911709.78,3,{}
EV-BUR-C04111,C04111,Metropol,808,A,2026-04-21,0,3,1498018.61,2,{}
EV-BUR-C04112,C04112,CreditInfo,838,A,2026-04-22,1,1,1865860.83,4,{}
EV-BUR-C04113,C04113,Metropol,677,B,2026-04-22,2,2,2046535.97,0,{}
EV-BUR-C04114,C04114,TransUnion,665,B,2026-04-25,1,3,3825859.47,4,{}
EV-BUR-C04115,C04115,CreditInfo,765,A,2026-04-21,2,2,217895.34,0,{}
EV-BUR-C04116,C04116,Metropol,758,A,2026-04-25,2,7,724910.94,1,{}
EV-BUR-C04117,C04117,Metropol,829,A,2026-04-22,0,4,1927566.05,4,{}
EV-BUR-C04118,C04118,CreditInfo,758,A,2026-04-24,1,6,1512980.81,2,{}
EV-BUR-C04119,C04119,CreditInfo,750,A,2026-04-22,2,5,1676785.85,0,{}
EV-BUR-C04120,C04120,Metropol,578,C,2026-04-23,2,5,3292270.73,2,{}
EV-BUR-C04121,C04121,Metropol,662,B,2026-04-23,1,2,796367.31,0,{}
EV-BUR-C04122,C04122,CreditInfo,834,A,2026-04-23,2,7,2846155.71,3,{}
EV-BUR-C04123,C04123,TransUnion,555,C,2026-04-22,1,7,2359117.33,3,{}
EV-BUR-C04124,C04124,CreditInfo,735,A,2026-04-25,1,4,1108071.04,4,{}
EV-BUR-C04125,C04125,CreditInfo,729,A,2026-04-23,2,1,1369746.11,4,{}
EV-BUR-C04126,C04126,TransUnion,772,A,2026-04-20,0,1,3488684.36,3,{}
EV-BUR-C04127,C04127,CreditInfo,644,B,2026-04-24,2,2,2466997.92,1,{}
EV-BUR-C04128,C04128,Metropol,832,A,2026-04-20,0,2,2899302.72,4,{}
EV-BUR-C04129,C04129,Metropol,558,C,2026-04-25,2,2,915601.35,0,{}
EV-BUR-C04130,C04130,Metropol,844,A,2026-04-20,0,1,3010896.11,4,{}
EV-BUR-C04131,C04131,CreditInfo,608,B,2026-04-20,0,6,869654.95,4,{}
EV-BUR-C04132,C04132,Metropol,814,A,2026-04-24,1,4,1196365.39,1,{}
EV-BUR-C04133,C04133,Metropol,776,A,2026-04-23,0,4,1334804.28,1,{}
EV-BUR-C04134,C04134,CreditInfo,631,B,2026-04-22,0,2,2322738.58,0,{}
EV-BUR-C04135,C04135,TransUnion,828,A,2026-04-23,0,7,519358.99,0,{}
EV-BUR-C04136,C04136,Metropol,570,C,2026-04-21,0,6,1401515.41,3,{}
EV-BUR-C04137,C04137,Metropol,838,A,2026-04-22,0,7,3674040.20,1,{}
EV-BUR-C04138,C04138,Metropol,715,B,2026-04-24,2,1,631524.34,2,{}
EV-BUR-C04139,C04139,CreditInfo,595,C,2026-04-24,2,5,2356696.60,3,{}
EV-BUR-C04140,C04140,CreditInfo,578,C,2026-04-22,0,6,544693.47,3,{}
EV-BUR-C04141,C04141,Metropol,568,C,2026-04-25,0,5,121869.23,3,{}
EV-BUR-C04142,C04142,CreditInfo,674,B,2026-04-23,1,4,2530017.82,1,{}
EV-BUR-C04143,C04143,TransUnion,803,A,2026-04-20,2,2,2885139.66,4,{}
EV-BUR-C04144,C04144,CreditInfo,683,B,2026-04-21,1,1,2421017.31,4,{}
EV-BUR-C04145,C04145,Metropol,827,A,2026-04-23,1,4,2107049.15,0,{}
EV-BUR-C04146,C04146,TransUnion,760,A,2026-04-26,0,4,1372477.83,3,{}
EV-BUR-C04147,C04147,TransUnion,578,C,2026-04-21,2,1,1371381.50,4,{}
EV-BUR-C04148,C04148,TransUnion,779,A,2026-04-25,1,2,3419798.05,4,{}
EV-BUR-C04149,C04149,CreditInfo,630,B,2026-04-25,1,7,1692935.73,1,{}
EV-BUR-C04150,C04150,TransUnion,786,A,2026-04-25,1,5,1316454.42,1,{}
EV-BUR-C04151,C04151,TransUnion,625,B,2026-04-26,1,2,108647.56,0,{}
